항공사,출발지공항,스케줄타임
대한항공,하노이,202403111035
대한항공,홍콩,202403111040
대한항공,시카고/오헤어,202403111040
대한항공,하이커우,202403111045
대한항공,다낭,202403111045
대한항공,오사카/ 간사이,202403111050
대한항공,런던/히드로,202403111055
대한항공,후쿠오카,202403111105
대한항공,타슈켄트,202403111105
대한항공,쿠알라룸푸르,202403111105
대한항공,다낭,202403111110
대한항공,베이징/서우두,202403111110
대한항공,프라하,202403111110
대한항공,상하이/푸동,202403111110
대한항공,프랑크푸르트,202403111130
대한항공,파리/샤를드골,202403111145
대한항공,항저우,202403111155
대한항공,옌타이,202403111155
대한항공,칭다오,202403111200
대한항공,바르셀로나,202403111205
대한항공,파리/샤를드골,202403111210
대한항공,가오슝,202403111215
대한항공,상하이/푸동,202403111215
대한항공,델리,202403111220
대한항공,타이베이,202403111225
대한항공,삿포로,202403111230
대한항공,부다페스트,202403111245
대한항공,두바이,202403111245
대한항공,다롄(대련),202403111250
대한항공,삿포로,202403111255
대한항공,상하이/푸동,202403111255
대한항공,칭다오,202403111305
대한항공,후쿠오카,202403111310
대한항공,신 울란바토르,202403111320
대한항공,카트만두,202403111325
대한항공,도쿄/나리타,202403111335
대한항공,이스탄불,202403111345
대한항공,오이타,202403111350
대한항공,웨이하이,202403111400
대한항공,로마,202403111405
대한항공,김해,202403111415
대한항공,시안,202403111420
대한항공,로스앤젤레스,202403111430
대한항공,선양(심양),202403111430
대한항공,자카르타/수카르노하타,202403111505
대한항공,오사카/ 간사이,202403111510
대한항공,푸꾸옥,202403111545
대한항공,시애틀,202403111600
대한항공,샌프란시스코,202403111600
대한항공,옌타이,202403111605
대한항공,타이베이,202403111615
대한항공,광저우,202403111615
대한항공,상하이/푸동,202403111620
대한항공,쿠알라룸푸르,202403111640
대한항공,칭다오,202403111640
대한항공,푸켓,202403111655
대한항공,도쿄/나리타,202403111655
대한항공,방콕/수완나품,202403111710
대한항공,김해,202403111715
대한항공,방콕/수완나품,202403111720
대한항공,후쿠오카,202403111720
대한항공,댈러스포트워스,202403111730
대한항공,아부다비,202403111745
대한항공,오클랜드(뉴질랜드),202403111755
대한항공,호찌민,202403111755
대한항공,치앙마이,202403111805
대한항공,호찌민,202403111805
대한항공,하노이,202403111805
대한항공,밴쿠버,202403111820
대한항공,상하이/푸동,202403111825
대한항공,나트랑,202403111830
대한항공,다낭,202403111830
대한항공,마닐라,202403111835
대한항공,싱가포르,202403111835
대한항공,후쿠오카,202403111840
대한항공,하노이,202403111840
대한항공,도쿄/나리타,202403111845
대한항공,시드니,202403111845
대한항공,애틀랜타,202403111845
대한항공,세부,202403111850
대한항공,프놈펜,202403111855
대한항공,나고야,202403111900
대한항공,베이징/서우두,202403111900
대한항공,방콕/수완나품,202403111905
대한항공,오사카/ 간사이,202403111905
대한항공,상하이/푸동,202403111905
대한항공,대구,202403111925
대한항공,미니애폴리스,202403111925
대한항공,김해,202403111935
대한항공,호찌민,202403111935
대한항공,로스앤젤레스,202403111940
대한항공,브리즈번,202403111945
대한항공,홍콩,202403112000
대한항공,마닐라,202403112005
대한항공,시애틀,202403112005
대한항공,세부,202403112005
대한항공,방콕/수완나품,202403112010
대한항공,방콕/수완나품,202403112015
대한항공,호놀룰루,202403112035
대한항공,뉴욕/존에프케네디,202403112035
대한항공,도쿄/하네다,202403112040
대한항공,타이베이,202403112055
대한항공,라스베이거스,202403112100
대한항공,다낭,202403112110
대한항공,호놀룰루,202403112125
대한항공,리야드,202403112225
대한항공,싱가포르,202403112310
대한항공,두바이,202403112340
대한항공,나트랑,202403120615
대한항공,후쿠오카,202403120650
대한항공,김해,202403120700
대한항공,키타큐슈,202403120705
대한항공,옌타이,202403120725
대한항공,도쿄/나리타,202403120730
대한항공,고마쓰,202403120735
대한항공,마닐라,202403120745
대한항공,베이징/서우두,202403120755
대한항공,후쿠오카,202403120800
대한항공,오사카/ 간사이,202403120800
대한항공,하노이,202403120805
대한항공,오키나와,202403120805
대한항공,선전,202403120815
대한항공,홍콩,202403120820
대한항공,김해,202403120825
대한항공,상하이/푸동,202403120825
대한항공,칭다오,202403120830
대한항공,삿포로,202403120835
대한항공,선양(심양),202403120850
대한항공,광저우,202403120855
대한항공,상하이/푸동,202403120855
대한항공,오사카/ 간사이,202403120900
대한항공,타이베이,202403120900
대한항공,칭다오,202403120905
대한항공,호찌민,202403120910
대한항공,방콕/수완나품,202403120915
대한항공,괌,202403120915
대한항공,시안,202403120920
대한항공,옌지(연길),202403120925
대한항공,보스턴,202403120930
대한항공,애틀랜타,202403120935
대한항공,디트로이트,202403120935
대한항공,괌,202403120935
대한항공,타이베이,202403120940
대한항공,싱가포르,202403120950
대한항공,도쿄/나리타,202403120955
대한항공,뉴욕/존에프케네디,202403121000
대한항공,삿포로,202403121005
대한항공,니가타,202403121005
대한항공,샤먼,202403121005
대한항공,오키나와,202403121010
대한항공,워싱턴,202403121015
대한항공,톈진,202403121015
대한항공,호찌민,202403121015
대한항공,토론토,202403121020
대한항공,아오모리,202403121030
대한항공,나고야,202403121035
대한항공,자카르타/수카르노하타,202403121035
대한항공,하노이,202403121035
대한항공,홍콩,202403121040
대한항공,시카고/오헤어,202403121040
대한항공,하이커우,202403121045
대한항공,다낭,202403121045
대한항공,오사카/ 간사이,202403121050
대한항공,런던/히드로,202403121055
대한항공,후쿠오카,202403121105
대한항공,타슈켄트,202403121105
대한항공,쿠알라룸푸르,202403121105
대한항공,암스테르담,202403121110
대한항공,다낭,202403121110
대한항공,상하이/푸동,202403121110
대한항공,프랑크푸르트,202403121130
대한항공,옌타이,202403121155
대한항공,칭다오,202403121200
대한항공,파리/샤를드골,202403121210
대한항공,가오슝,202403121215
대한항공,상하이/푸동,202403121215
대한항공,타이베이,202403121225
대한항공,마드리드,202403121245
대한항공,다롄(대련),202403121250
대한항공,삿포로,202403121255
대한항공,상하이/푸동,202403121255
대한항공,칭다오,202403121305
대한항공,후쿠오카,202403121310
대한항공,칭다오,202403121315
대한항공,신 울란바토르,202403121320
대한항공,도쿄/나리타,202403121335
대한항공,웨이하이,202403121400
대한항공,로마,202403121405
대한항공,김해,202403121415
대한항공,시안,202403121420
대한항공,로스앤젤레스,202403121430
대한항공,선양(심양),202403121430
대한항공,자카르타/수카르노하타,202403121505
대한항공,오사카/ 간사이,202403121510
대한항공,푸꾸옥,202403121545
대한항공,시애틀,202403121600
대한항공,샌프란시스코,202403121600
대한항공,옌타이,202403121605
대한항공,타이베이,202403121615
대한항공,덴파사르,202403121620
대한항공,상하이/푸동,202403121620
대한항공,쿠알라룸푸르,202403121640
대한항공,칭다오,202403121640
대한항공,푸켓,202403121655
대한항공,도쿄/나리타,202403121655
대한항공,방콕/수완나품,202403121710
대한항공,김해,202403121715
대한항공,방콕/수완나품,202403121720
대한항공,후쿠오카,202403121720
대한항공,댈러스포트워스,202403121730
대한항공,덴파사르,202403121740
대한항공,아부다비,202403121745
대한항공,오클랜드(뉴질랜드),202403121755
대한항공,호찌민,202403121755
대한항공,치앙마이,202403121805
대한항공,호찌민,202403121805
대한항공,하노이,202403121805
대한항공,밴쿠버,202403121820
대한항공,상하이/푸동,202403121825
대한항공,나트랑,202403121830
대한항공,다낭,202403121830
대한항공,마닐라,202403121835
대한항공,싱가포르,202403121835
대한항공,후쿠오카,202403121840
대한항공,하노이,202403121840
대한항공,도쿄/나리타,202403121845
대한항공,시드니,202403121845
대한항공,애틀랜타,202403121845
대한항공,세부,202403121850
대한항공,프놈펜,202403121855
대한항공,나고야,202403121900
대한항공,베이징/서우두,202403121900
대한항공,방콕/수완나품,202403121905
대한항공,오사카/ 간사이,202403121905
대한항공,상하이/푸동,202403121905
대한항공,대구,202403121925
대한항공,미니애폴리스,202403121925
대한항공,김해,202403121935
대한항공,호찌민,202403121935
대한항공,로스앤젤레스,202403121940
대한항공,브리즈번,202403121945
대한항공,마닐라,202403121950
대한항공,홍콩,202403122000
대한항공,시애틀,202403122005
대한항공,세부,202403122005
대한항공,방콕/수완나품,202403122010
대한항공,방콕/수완나품,202403122015
대한항공,호놀룰루,202403122035
대한항공,뉴욕/존에프케네디,202403122035
대한항공,도쿄/하네다,202403122040
대한항공,타이베이,202403122055
대한항공,다낭,202403122110
대한항공,싱가포르,202403122310
대한항공,두바이,202403122340
